"userid","date.crea","score","n.matches","n.updates.photo","n.photos","last.connex","last.up.photo","last.pr.update","gender","sent.ana","length.prof","voyage","laugh","photo.keke","photo.beach"
1618,2010-12-16,1.05606781190024,7,2,4,2011-01-12,2011-01-04,NA,1,3.99945948750923,27.8231373200859,0,0,0,0
1619,2010-05-09,1.69140508987974,8,2,3,2010-06-22,2010-06-21,NA,1,4.40958358407708,0,0,0,1,1
1620,2014-01-21,3.3365387716976,30,1,4,2014-02-27,2014-02-22,NA,1,5.43412794467658,18.0101402340177,0,0,0,0
1621,2012-08-29,1.22172308431619,9,2,3,2012-10-28,2012-09-21,NA,0,3.95793956910316,14.0422759787478,0,0,0,0
1622,2019-10-29,1.39280216367552,13,4,3,2020-01-03,2019-11-22,NA,0,10.8866490074897,31.9419854600373,0,1,0,0
1623,2011-02-20,2.84114206618225,29,2,2,2011-04-02,2011-03-28,NA,1,5.72605941802266,22.564775249263,0,1,0,0
1624,2016-12-30,7.35491260778366,46,2,3,2017-01-13,2017-01-07,NA,1,6.32204158593797,0,0,0,0,1
1625,2018-03-15,2.81744310024648,25,2,4,2018-03-14,2018-03-15,NA,1,4.92420969698995,0,0,0,0,0
1626,2014-05-12,1.40544093644542,11,1,7,2014-05-29,2014-05-22,NA,1,3.10562283518715,36.4443391899249,0,0,0,0
1627,2019-12-10,0.844037592209635,6,-1,3,2020-02-08,2019-12-24,NA,0,4.99800534912646,34.8992760600841,1,0,0,0
1628,2012-11-04,0.690063646676273,3,1,3,2013-01-10,2012-12-09,NA,0,5.3138280045225,27.6464049034504,0,0,0,0
1629,2009-04-28,3.53619479295185,32,3,2,2009-06-01,2009-05-29,NA,1,6.1062775758137,34.7941297502918,0,0,0,0
1630,2016-09-19,1.63746270039784,13,4,1,2016-11-03,2016-10-13,NA,0,3.30293797810395,0,0,0,0,0
1631,2014-06-27,4.56931254846198,27,4,3,2014-07-10,2014-07-02,NA,1,6.30648182141201,0,0,0,0,1
1632,2013-03-05,2.61322528495067,26,3,3,2013-03-23,2013-03-16,NA,1,5.41894655758259,26.0199332694148,1,0,0,0
1633,2019-02-02,2.46574769541014,21,0,3,2019-03-30,2019-02-27,NA,0,5.43408615327985,21.6278962434625,0,0,0,0
1634,2012-06-09,0.961468688568198,6,2,2,2012-07-20,2012-07-10,NA,0,4.04166995996725,0,0,0,0,0
1635,2017-08-14,2.711159806999,40,2,5,2017-09-29,2017-09-09,NA,0,7.79222257454188,53.1323098838858,1,0,1,0
1636,2017-10-29,1.09094416767456,11,1,3,2017-11-13,2017-11-11,NA,1,4.93337292442881,0,1,1,0,0
1637,2010-08-22,0.942400932451784,4,2,4,2010-09-20,2010-09-07,NA,1,2.30738616522035,7.49176913111347,0,1,0,1
1638,2011-11-28,1.48301547839047,13,3,5,2011-12-19,2011-12-14,NA,1,3.12929447709818,0,1,0,0,0
1639,2011-12-18,0.848408142492447,5,0,3,2012-02-10,2012-01-10,NA,0,1.75479559537467,38.6171905525436,0,0,0,0
1640,2009-03-11,2.67051141841606,23,4,5,2009-04-02,2009-04-05,NA,1,5.1407286064379,21.3203268813459,0,0,0,0
1641,2016-11-07,2.28530597859501,12,2,5,2016-11-17,2016-11-19,NA,1,4.8675656891439,47.1056037218501,0,0,0,1
1642,2014-10-31,2.18385203290524,18,2,2,2014-10-28,2014-10-31,NA,1,8.77329934577073,33.6918070353213,0,0,0,0
1643,2017-03-30,2.39566667707651,20,4,7,2017-04-21,2017-04-18,NA,1,6.07926703620563,0,0,0,0,0
1644,2016-10-28,0.656708166752939,3,3,4,2016-12-16,2016-11-29,NA,0,4.93598897101814,49.4125670469999,0,0,0,0
1645,2010-03-15,2.91878490374759,26,3,4,2010-05-04,2010-03-28,NA,0,4.52904075440079,0,0,0,0,0
1646,2018-06-30,3.11507690543018,32,2,3,2018-07-24,2018-07-21,NA,1,9.99115653997903,0,0,1,0,0
1647,2018-07-14,2.31661069695753,23,3,2,2018-08-18,2018-08-14,NA,1,5.56189160014939,0,1,0,0,0
1648,2009-12-18,3.27795415612297,34,3,1,2010-01-10,2010-01-07,NA,1,5.26002948050166,0,1,0,0,0
1649,2011-06-25,1.94043758362207,16,6,3,2011-08-28,2011-08-11,NA,0,6.32042075374773,27.3792936877867,0,0,0,0
1650,2011-06-15,1.48550329998982,11,1,5,2011-08-01,2011-07-15,NA,0,5.25136387371847,34.0215325733431,0,0,0,0
1651,2018-02-06,0.465126890222394,4,2,2,2018-03-30,2018-02-22,NA,0,5.73781639250889,22.7202355618843,1,0,1,0
1652,2009-11-17,1.07217644672178,9,1,3,2009-12-12,2009-12-10,NA,1,5.14688321021583,21.8372473939309,1,0,0,0
1653,2010-03-01,2.36451960691188,18,6,4,2010-03-18,2010-03-10,NA,1,3.48822151257654,0,1,1,1,1
1654,2015-08-17,0.857075555654987,5,3,3,2015-08-26,2015-08-24,NA,2,5.56293403718498,3.24983597529549,0,0,0,0
1655,2017-07-27,0.842894697859326,9,3,1,2017-09-16,2017-08-16,NA,0,4.20394781739321,19.7164617820996,0,0,1,0
1656,2013-09-24,2.75653214680335,36,3,1,2013-11-09,2013-10-21,NA,0,6.78698382305808,0,0,0,1,0
1657,2018-12-26,2.67665189306293,25,3,4,2019-01-20,2019-01-13,NA,1,4.9376791241048,0,0,0,1,0
1658,2016-04-01,2.94422628290026,16,1,3,2016-05-06,2016-04-25,NA,1,5.07436285025326,33.1876021424647,0,0,0,1
1659,2018-06-11,4.04687571764361,23,1,3,2018-07-03,2018-06-25,NA,1,5.00640592319172,35.8754988805562,0,0,0,1
1660,2011-03-03,0.772690181520878,5,0,5,2011-04-04,2011-04-07,NA,1,3.88643765240322,31.3821323487838,1,0,0,0
1661,2018-09-22,2.4032363452467,21,3,1,2018-11-02,2018-10-07,NA,0,7.46035679817812,0,0,0,0,0
1662,2010-10-03,1.99548560005316,16,2,6,2010-10-22,2010-10-14,NA,1,4.99222431040677,0,0,0,0,0
1663,2013-07-12,1.48942323198215,14,4,5,2013-08-03,2013-07-30,NA,1,3.5824031109364,44.0347249465703,1,0,1,0
1664,2015-12-24,1.10181586616613,8,0,6,2016-01-17,2016-01-04,NA,1,1.37210599282042,0,0,0,0,0
1665,2014-02-19,2.85862685334417,25,3,2,2014-03-24,2014-03-10,NA,0,7.23418259424954,0,0,0,0,0
1666,2014-01-16,2.55737030247042,22,2,4,2014-02-05,2014-02-04,NA,1,6.14103424764111,0,0,0,0,0
1667,2011-04-08,1.5768126531968,12,1,3,2011-05-13,2011-05-08,NA,1,5.18152549037459,48.8002850258561,0,0,0,0
1668,2010-09-12,2.00534549475221,19,2,4,2010-10-22,2010-10-20,NA,1,3.24200307257324,33.7942350802193,0,1,0,0
1669,2019-07-07,5.16898431724155,48,1,5,2019-07-16,2019-07-11,NA,1,7.83513802279491,0,0,0,0,0
1670,2018-06-23,1.14221849654699,10,5,4,2018-08-04,2018-07-01,NA,0,3.80019403704803,0,0,1,0,0
1671,2015-08-14,1.16647346516732,11,6,4,2015-10-24,2015-09-22,NA,0,6.04653236356059,29.3586472590874,0,0,0,1
1672,2010-05-14,2.67043183103954,23,0,3,2010-07-22,2010-06-05,NA,0,4.65420777533493,0,0,0,0,0
1673,2014-11-11,2.3208227203711,24,4,1,2014-12-10,2014-11-15,NA,0,7.81708990446776,0,0,1,0,0
1674,2018-04-20,1.13248617511041,9,0,3,2018-05-07,2018-05-09,NA,1,6.18838454797205,11.5656246475204,1,0,0,0
1675,2015-10-01,2.90318760731478,26,4,4,2015-10-14,2015-10-13,NA,2,5.85884816017146,0,0,0,0,0
1676,2011-07-21,2.47033000973661,21,3,2,2011-09-15,2011-08-19,NA,0,4.86117438872,12.8915242015426,0,0,0,0
1677,2016-07-29,1.63746938806136,15,5,5,2016-08-20,2016-08-16,NA,1,4.89187903404823,36.0867060975949,0,1,0,0
1678,2016-07-19,0.706206047713035,6,0,2,2016-08-26,2016-08-05,NA,0,7.7760435945148,18.0669451279338,1,0,0,1
1679,2016-06-22,3.75337823467262,34,2,3,2016-08-23,2016-07-24,NA,0,5.65088017650599,30.1973581114324,0,0,0,0
1680,2017-10-27,2.75438880403632,28,2,2,2017-11-21,2017-11-10,NA,1,4.97329017340238,15.2046434527644,1,0,0,0
1681,2012-11-08,2.94044253444624,17,2,2,2012-11-12,2012-11-14,NA,1,9.42229000549499,0,0,0,1,1
1682,2016-05-05,1.65549762234766,16,2,1,2016-06-10,2016-05-20,NA,0,3.48748924954246,32.9383941889522,0,1,0,0
1683,2014-02-11,2.40341927678576,21,2,2,2014-02-14,2014-02-11,NA,1,8.44563117094898,19.4644804750927,0,0,0,0
1684,2011-10-22,3.03974717399355,27,2,3,2011-11-18,2011-10-28,NA,0,5.52784757374673,0,0,0,0,0
1685,2017-04-22,3.0782554317067,27,4,1,2017-05-22,2017-05-08,NA,1,8.70821796956314,25.2046507925809,0,0,0,0
1686,2017-07-12,3.32308525323318,30,2,6,2017-09-18,2017-08-02,NA,0,6.4054772471513,28.6378220924479,0,0,0,0
1687,2012-01-28,1.91537338188933,18,2,2,2012-02-13,2012-02-07,NA,1,3.32647265236951,12.4148113412835,0,1,0,0
1688,2016-01-06,0.764370417517589,7,2,4,2016-03-03,2016-02-10,NA,0,4.35027986152519,37.7341838733554,0,0,1,0
1689,2015-03-26,1.46805271235989,11,0,6,2015-04-21,2015-04-15,NA,1,2.5143314951471,0,0,0,0,0
1690,2018-05-03,5.06236837868306,30,2,6,2018-05-22,2018-05-13,NA,1,8.37876677485647,0,0,0,0,1
1691,2011-02-04,4.82200198858052,30,2,6,2011-03-06,2011-03-01,NA,1,4.80363333526307,0,0,0,1,1
1692,2013-01-08,1.72960312262412,14,2,3,2013-02-05,2013-01-19,NA,0,-0.831380705186059,0,0,0,0,0
1693,2019-01-07,0.706160470686615,5,0,3,2019-03-01,2019-01-24,NA,0,1.62183099228912,31.5046135999551,0,1,0,0
1694,2010-11-05,2.57520361682887,22,0,4,2010-12-13,2010-12-07,NA,1,6.00135977638497,0,0,0,0,0
1695,2017-04-26,2.27330589854094,19,1,2,2017-06-04,2017-05-05,NA,0,6.25372346391863,22.3605783003799,0,0,0,0
1696,2011-03-25,1.44653521936536,11,3,3,2011-04-16,2011-04-12,NA,1,1.56628554405462,0,0,0,0,0
1697,2009-01-01,2.00633905545588,19,2,3,2009-01-21,2009-01-18,NA,1,7.42304798563993,26.1339937691512,0,1,0,0
1698,2009-03-10,1.12993547741695,8,1,3,2009-03-21,2009-03-15,NA,0,6.03908283017248,0,0,0,0,0
1699,2017-09-21,1.41635422686717,13,3,5,2017-10-21,2017-10-19,NA,1,4.61006728878346,0,1,0,0,0
1700,2014-05-05,4.67445823550839,37,3,3,2014-06-01,2014-05-29,NA,1,10.8353107067706,0,1,1,0,1
1701,2017-10-25,2.16365628330716,18,3,3,2017-11-22,2017-11-09,NA,0,3.43379096754453,0,0,0,0,0
1702,2010-12-05,2.14144684887411,18,0,4,2010-12-30,2010-12-17,NA,2,3.24605310543076,0,0,0,0,1
1703,2019-04-20,3.61447902521892,33,3,4,2019-07-10,2019-05-30,NA,0,6.2388826002022,38.8540404116813,0,0,0,0
1704,2013-11-30,0.766665674864106,5,-1,1,2014-01-13,2014-01-05,NA,1,2.10105676583161,42.3684866446489,0,1,0,0
1705,2018-09-10,2.47904544993627,27,5,3,2018-11-20,2018-10-13,NA,0,8.29512227708224,0,0,0,0,1
1706,2011-01-16,1.3809255646384,10,1,4,2011-03-04,2011-02-05,NA,0,4.89642086889113,32.8514696775222,0,0,0,0
1707,2013-12-28,1.12101679963041,8,1,1,2014-01-27,2014-01-06,NA,0,5.46736699203119,0,0,0,0,0
1708,2016-12-04,1.7827195889211,17,5,3,2016-12-18,2016-12-12,NA,1,4.83540573093524,0,1,0,0,0
1709,2015-10-15,1.02930099790923,7,1,4,2015-10-30,2015-10-22,NA,1,2.11845472318031,26.908225703405,0,0,0,0
1710,2010-03-02,3.73509944468397,21,1,5,2010-03-26,2010-03-26,NA,1,7.34090100179873,0,0,0,0,1
1711,2009-12-21,1.28152198827537,11,3,3,2010-01-30,2009-12-26,NA,0,6.64815647802168,0,1,0,0,0
1712,2013-08-04,0.803333953298361,5,1,5,2013-09-04,2013-08-14,NA,0,3.77911007447011,36.7208244338026,0,0,0,0
1713,2018-07-26,2.22059435551186,19,3,2,2018-09-25,2018-08-23,NA,0,6.73145533472052,38.2828111250222,0,0,0,0
1714,2013-02-12,1.28764424532771,9,2,6,2013-03-09,2013-02-26,NA,1,6.18164595048013,17.9288133880519,0,0,0,0
1715,2010-03-25,2.4233926041546,21,0,5,2010-05-21,2010-04-28,NA,0,7.0058688903522,0,0,0,0,0
1716,2010-06-20,0.737870797397563,4,2,6,2010-07-28,2010-07-16,NA,1,3.09871039117773,31.1662892632619,0,0,0,0
1717,2016-08-09,1.56760832717278,13,6,4,2016-08-30,2016-08-31,NA,1,5.1407493509906,0,0,0,1,0
1718,2017-08-24,2.104239654375,22,0,5,2017-09-16,2017-09-17,NA,1,4.54188425996447,0,1,0,1,0
1719,2016-10-10,0.995271268062395,6,-1,2,2016-11-17,2016-10-20,NA,0,3.73723454159236,30.0989005309482,0,0,0,0
1720,2013-06-06,1.68954554111623,15,3,1,2013-07-30,2013-07-01,NA,0,4.20921802805428,30.5337207644257,1,0,0,0
1721,2010-11-18,2.00607339609251,17,1,3,2011-02-02,2010-12-24,NA,0,6.01195240943131,0,0,0,0,0
1722,2014-11-28,3.55124312216185,32,1,2,2015-01-14,2015-01-07,NA,0,9.48662798413708,26.5126895085057,0,0,0,0
1723,2017-11-04,1.72368866044156,15,2,2,2017-12-09,2017-12-05,NA,1,6.45168878177738,33.4228465418299,0,0,1,0
1724,2011-06-25,1.71362930381248,21,1,7,2011-07-16,2011-07-16,NA,0,3.24351872192688,0,0,0,1,0
1725,2014-07-03,1.84853683542061,12,5,4,2014-08-07,2014-08-05,NA,1,2.11703737687777,0,1,1,0,1
1726,2010-05-20,1.88582986006959,21,1,5,2010-06-25,2010-06-21,NA,1,6.27207646364666,25.3027815861536,1,1,0,0
1727,2013-03-24,3.66014259899719,24,4,5,2013-04-23,2013-04-20,NA,1,4.75633204768406,49.4207368014994,1,0,0,1
1728,2012-12-12,0.516916097500304,5,0,7,2013-01-20,2012-12-27,NA,0,3.70680328677863,0,0,1,1,0
1729,2009-03-14,3.16823340414727,34,3,2,2009-04-24,2009-03-23,NA,0,10.1772570729503,30.1359921983498,0,1,0,0
1730,2013-03-15,1.27935432217925,13,2,3,2013-04-21,2013-04-19,NA,1,3.11176938373408,0,1,1,0,0
1731,2010-02-12,0.819722738429531,6,2,7,2010-03-04,2010-02-27,NA,1,0.07352346045658,24.2481232402065,1,0,0,0
1732,2018-02-11,7.60587684235623,54,2,4,2018-03-05,2018-02-25,NA,1,6.47858979174569,0,1,0,0,1
1733,2010-06-22,1.28717725203235,9,1,6,2010-07-30,2010-07-23,NA,1,4.61094880912648,30.8940618840715,0,0,0,0
1734,2014-07-05,0.656232782212734,4,1,3,2014-08-29,2014-08-02,NA,0,4.3702626314287,34.9187229492214,1,0,0,0
1735,2014-01-22,1.36588689269721,10,1,7,2014-02-11,2014-02-07,NA,1,3.23954969058059,30.4944963233815,0,0,0,0
1736,2016-11-17,1.18021529748852,8,1,3,2016-12-02,2016-11-29,NA,1,5.97998462493636,0,0,0,0,0
1737,2009-11-09,0.830930043384803,8,2,3,2009-12-25,2009-11-22,NA,0,1.1121300895475,13.9076055027975,0,0,1,0
1738,2018-10-29,0.745999698350707,6,3,2,2018-12-29,2018-11-12,NA,0,0.251078806089121,35.3714046889365,0,0,0,1
1739,2017-12-23,5.31912961212081,32,1,2,2018-01-26,2018-01-20,NA,1,8.39231248112619,16.5826950125456,0,0,0,1
1740,2018-12-06,3.54603922409636,32,4,2,2019-01-30,2019-01-12,NA,0,7.78946268104832,0,0,0,0,0
1741,2016-10-20,2.25610802691332,19,4,2,2016-12-23,2016-11-25,NA,0,5.41704796087046,32.4821396388077,0,0,0,0
1742,2019-06-27,2.14314975939605,19,1,9,2019-07-12,2019-07-02,NA,1,4.78223285458854,0,0,0,1,0
1743,2011-09-05,2.05585715229679,18,1,4,2011-09-22,2011-09-17,NA,1,6.05507519345679,0,0,0,1,0
1744,2014-03-14,0.883343117973088,15,1,3,2014-05-04,2014-04-09,NA,0,3.19714930081992,24.8107126408536,0,1,1,1
1745,2009-03-29,2.3313606474197,20,3,4,2009-04-15,2009-04-17,NA,1,6.81107421234858,40.5076644093162,0,0,0,0
1746,2011-10-17,3.07531086536136,27,3,3,2011-12-23,2011-11-07,NA,0,6.50238684132238,0,0,0,0,0
1747,2014-08-14,2.60839373904078,23,3,4,2014-09-17,2014-09-07,NA,1,6.36313825291791,30.1722761764169,0,0,0,0
1748,2012-09-28,3.99122987237421,36,4,7,2012-10-14,2012-10-12,NA,1,3.84050150907984,24.0420862399575,0,0,0,0
1749,2017-12-18,3.02640275070127,51,1,2,2018-02-07,2018-01-18,NA,0,9.71248069000582,17.3925187342907,0,0,1,1
1750,2010-04-06,2.29920728357929,14,3,6,2010-05-08,2010-05-07,NA,1,3.93349103955375,15.2537267368585,1,0,0,1
1751,2016-06-27,1.36087334296217,10,1,5,2016-08-17,2016-07-11,NA,0,1.35555479034716,21.6364862665094,0,0,0,0
1752,2019-03-04,4.03663201456005,44,1,1,2019-04-20,2019-03-20,NA,0,6.47100596789695,0,0,1,0,0
1753,2010-08-04,3.71916180001079,21,4,3,2010-08-29,2010-08-23,NA,1,7.91526375057235,0,0,0,0,1
1754,2013-10-31,0.873507582184741,6,0,3,2013-11-22,2013-11-19,NA,1,4.43525988212862,21.9978401492146,0,1,0,0
1755,2014-04-02,1.74274072308035,8,2,4,2014-04-23,2014-04-18,NA,1,7.83779300916729,36.0405128539955,0,0,0,1
1756,2013-09-23,0.685325786428698,4,2,4,2013-10-17,2013-10-15,NA,1,3.88610259810661,24.4445382964151,0,0,1,0
1757,2012-10-13,1.3856324408583,20,2,4,2012-12-14,2012-11-19,NA,0,4.42340176563236,24.265925838557,0,1,1,0
1758,2013-12-11,0.608932220019706,3,-1,6,2014-01-19,2014-01-17,NA,1,7.2799455488236,0,0,1,0,0
1759,2011-03-11,0.592156210206379,9,2,2,2011-04-25,2011-03-24,NA,0,1.87444040879163,24.4819560210556,0,1,1,1
1760,2017-04-23,1.91136138359662,16,3,1,2017-06-04,2017-05-10,NA,0,5.93169895349249,30.9107844126652,0,0,0,0
1761,2015-11-24,1.90071710922519,24,2,2,2016-01-13,2015-12-14,NA,0,6.06031883253158,9.82871985045058,0,0,1,0
1762,2015-05-19,1.4519014350613,13,2,3,2015-05-24,2015-05-19,NA,1,5.24171443962284,22.270987522744,0,1,0,0
1763,2015-11-18,2.60750175993362,23,3,2,2015-12-02,2015-12-06,NA,1,3.79924060883926,42.2409945655466,0,0,0,0
1764,2010-09-28,1.77802023210634,10,2,6,2010-11-09,2010-10-26,NA,1,6.80819486054467,20.3342930307077,0,1,0,1
1765,2010-02-05,1.39724552419334,19,3,2,2010-03-30,2010-02-27,NA,0,2.08192898100694,33.2147845772201,1,0,1,0
1766,2009-06-15,1.2663227321913,11,1,3,2009-06-30,2009-06-23,NA,1,2.44957739071741,35.5884869280384,0,1,0,0
1767,2011-07-12,1.27879170436552,11,3,2,2011-08-07,2011-08-04,NA,1,5.93112252994602,28.228368781118,0,1,0,0
1768,2010-04-24,0.790959882843826,4,-1,2,2010-05-02,2010-04-27,NA,1,2.52685796339351,35.8094713795238,0,0,0,0
1769,2019-06-10,5.16041496759347,48,1,4,2019-06-29,2019-06-23,NA,1,6.62330016228801,37.8163695164885,0,0,0,0
1770,2018-05-27,4.5550671762012,42,1,5,2018-07-16,2018-06-23,NA,0,7.50996427844261,13.9486962098103,0,0,0,0
1771,2014-06-27,3.20753446554461,29,1,2,2014-09-02,2014-07-22,NA,0,6.51641908000708,24.9956994307781,0,0,0,0
1772,2009-07-12,1.76054834651611,10,0,2,2009-08-02,2009-08-04,NA,1,3.88340125920913,0,0,1,0,1
1773,2013-06-10,1.24396012995084,17,1,4,2013-07-20,2013-06-23,NA,0,4.59717160499643,30.6653269397577,0,1,1,0
1774,2014-11-19,1.22985275878003,9,1,3,2015-01-10,2014-12-16,NA,0,4.28162968952492,19.0268380158925,0,0,0,0
1775,2009-06-13,2.44008788563444,21,3,7,2009-07-07,2009-07-03,NA,1,6.20079264336369,0,0,0,0,0
1776,2009-12-07,3.33286357145115,30,2,3,2010-02-28,2010-01-03,NA,0,6.58371571150335,30.4789661032964,0,0,0,0
1777,2012-04-30,1.36155659762642,10,1,2,2012-05-05,2012-04-30,NA,1,1.94445770166816,0,0,0,0,0
1778,2011-12-05,1.21381987970254,9,4,5,2011-12-27,2011-12-29,NA,1,4.38048149599007,36.8081677663581,0,0,0,0
1779,2017-08-23,1.59454227450728,16,1,10,2017-09-24,2017-09-20,NA,1,4.3989974118022,0,1,0,1,0
1780,2017-10-31,1.50213412586895,7,3,4,2017-11-26,2017-11-17,NA,1,5.54767539715362,54.3941026792102,0,0,0,1
1781,2016-03-31,4.90568900218152,31,2,2,2016-04-18,2016-04-13,NA,1,5.63022453885512,0,0,0,1,1
1782,2017-05-25,1.77632501451459,14,0,3,2017-06-20,2017-06-07,NA,1,4.63860010510068,0,0,0,0,0
1783,2011-06-02,0.650103513737433,5,1,5,2011-07-18,2011-06-05,NA,0,2.75544011250415,0,0,0,0,1
1784,2013-09-16,3.71395961194796,34,4,6,2013-10-26,2013-10-20,NA,1,6.40850499303383,21.6282645533765,0,0,0,0
1785,2014-05-19,5.2125313576279,49,2,5,2014-06-06,2014-05-29,NA,1,10.7504074499661,0,0,0,0,0
1786,2016-04-03,2.77915393309128,24,2,2,2016-05-18,2016-05-04,NA,0,6.2542684908729,0,0,0,0,0
1787,2016-11-18,0.843628616706215,5,4,2,2016-12-26,2016-11-18,NA,0,6.12591554713347,0,0,0,0,0
1788,2011-04-14,1.67694806725228,13,0,4,2011-04-29,2011-04-19,NA,1,5.74738223059673,0,0,0,0,0
1789,2015-11-04,0.959597313215843,6,0,4,2015-12-10,2015-11-20,NA,0,0.8952586507319,25.6566775888438,0,0,0,0
1790,2016-07-05,0.997593819746992,6,-1,2,2016-07-26,2016-07-23,NA,1,6.78085044878437,23.153842986107,0,0,0,0
1791,2009-06-22,2.03864086804786,17,2,1,2009-08-27,2009-07-30,NA,0,5.46428301909555,49.9883414114326,0,0,0,0
1792,2015-03-08,1.87320550718883,15,1,2,2015-05-04,2015-03-29,NA,0,6.13947901264382,0,0,0,0,0
1793,2010-09-14,0.751829755911531,5,-1,4,2010-10-13,2010-10-05,NA,1,4.36022325960822,18.8231784215763,1,0,0,0
1794,2013-01-07,4.37995242017172,46,3,4,2013-02-06,2013-02-01,NA,1,10.2869319785451,0,1,0,0,0
1795,2010-04-13,2.7379266724283,27,4,6,2010-06-06,2010-05-17,NA,0,7.14278582460577,24.0066494473761,1,0,0,0
1796,2009-08-03,4.82768584724989,45,2,3,2009-08-31,2009-08-24,NA,1,7.79273690184722,24.247266397664,0,0,0,0
1797,2019-08-17,1.41668616308711,13,3,2,2019-08-27,2019-08-19,NA,1,3.28798277252306,0,0,1,0,0
1798,2012-02-15,1.46854316534114,15,2,1,2012-04-11,2012-03-13,NA,0,6.9064677418927,0,0,0,0,1
1799,2017-12-28,3.22076135466996,29,1,1,2018-02-15,2018-01-18,NA,0,5.96656420257459,13.4299557412459,0,0,0,0
1800,2016-03-14,1.88348617902244,15,0,4,2016-05-05,2016-04-15,NA,0,2.65499003325501,33.9491024130441,0,0,0,0
1801,2013-07-23,1.45106537175733,11,2,5,2013-09-05,2013-08-12,NA,0,7.82031864653135,8.79675438752595,0,0,0,0
1802,2018-03-28,1.47536060069082,11,2,2,2018-04-23,2018-04-16,NA,2,3.84557782682306,0,0,0,1,0
1803,2016-12-16,1.01263584679441,8,3,3,2017-01-28,2017-01-08,NA,0,5.55752843314718,37.2124469361706,0,1,0,0
1804,2015-01-06,2.84831390553349,29,2,3,2015-01-29,2015-01-21,NA,1,4.72952126849168,0,0,1,0,0
1805,2010-11-11,2.48717478882138,21,1,4,2010-12-21,2010-11-25,NA,0,4.65531788197246,32.5754627557507,0,0,0,0
1806,2016-11-29,1.1485024496445,8,1,2,2017-01-07,2017-01-09,NA,1,5.44762329425078,19.4027304277875,0,0,0,0
1807,2009-12-20,0.785311708054705,5,1,2,2010-01-25,2010-01-22,NA,1,1.82220499731639,33.2242242309187,1,0,0,0
1808,2017-06-18,1.98263701137814,19,1,3,2017-06-24,2017-06-18,NA,1,4.90262263303533,21.4449404471545,1,0,0,0
1809,2010-04-13,5.1475258653873,48,4,7,2010-05-08,2010-05-08,NA,1,11.8336184368969,27.7911529872158,0,0,0,0
1810,2011-03-23,2.53388409991117,22,2,5,2011-04-20,2011-04-14,NA,1,6.15998793835327,28.1254982607686,0,0,0,0
1811,2010-03-06,3.00914313370634,27,4,2,2010-05-09,2010-03-29,NA,0,6.7079545825762,27.353880046998,0,0,0,0
1812,2016-09-03,1.23728441476877,14,2,3,2016-10-15,2016-09-19,NA,0,6.60793219564362,33.0107795257693,0,0,1,0
1813,2012-07-02,1.66631891866194,13,2,5,2012-07-28,2012-07-19,NA,1,9.2985145478277,30.4724938178085,0,0,0,0
1814,2016-09-02,0.667631366763059,3,0,4,2016-10-07,2016-10-02,NA,1,4.2154621270788,9.27949583721878,0,0,0,0
1815,2012-08-11,2.60597046789176,23,0,3,2012-09-12,2012-09-12,NA,1,6.13787854859742,0,0,0,0,0
1816,2017-08-26,2.13679543430217,21,0,3,2017-09-11,2017-09-14,NA,1,5.10648148210657,34.8297675998787,0,1,0,0
1817,2017-10-12,1.15822106832596,9,2,2,2017-11-17,2017-10-23,NA,0,3.67909918010748,0,1,0,0,0
1818,2018-02-19,1.52825095992308,12,2,2,2018-03-31,2018-03-08,NA,0,4.95043887085192,54.1470956764458,0,0,0,0
1819,2013-05-14,1.14188786164997,8,4,3,2013-07-02,2013-05-31,NA,0,3.96708005156092,0,0,0,0,0
1820,2009-03-17,2.25209786525091,19,2,4,2009-04-05,2009-04-01,NA,2,5.37843875210277,29.9536478743105,0,0,0,0
1821,2016-04-10,2.2391452742499,28,6,1,2016-05-16,2016-04-23,NA,0,5.78068755237668,11.6117185913609,0,0,1,0
1822,2011-04-07,1.47285037083844,13,1,1,2011-06-11,2011-05-05,NA,0,4.14655028424163,0,1,0,0,0
1823,2013-04-25,0.741419367988846,4,-1,6,2013-05-11,2013-05-08,NA,1,5.33055133341127,31.511692960104,0,0,0,0
1824,2011-11-17,1.71529051699868,14,3,4,2011-12-27,2011-12-20,NA,1,4.93289448527351,32.6992848593813,0,0,0,0
1825,2010-01-04,0.911679569944992,6,2,3,2010-02-01,2010-01-12,NA,0,3.62120678023217,19.4057507434828,0,0,0,0
1826,2019-04-06,1.75705684002882,14,0,2,2019-05-28,2019-05-02,NA,0,2.11546099689022,0,0,0,0,0
1827,2013-02-20,0.570731408191989,4,-1,2,2013-03-24,2013-03-17,NA,1,3.087820081894,0,1,1,0,0
1828,2017-12-20,1.03150217951351,7,1,3,2018-01-26,2018-01-22,NA,1,3.48657679618516,26.4338701477359,0,0,0,0
1829,2014-08-19,0.627618536138724,3,-1,3,2014-10-17,2014-09-10,NA,0,3.08140405296458,31.0001595800599,1,0,0,0
1830,2010-08-10,1.80025375328929,15,3,4,2010-09-21,2010-08-21,NA,0,5.45720547316477,0,0,0,0,0
1831,2015-04-23,0.836027518501,5,1,2,2015-07-07,2015-05-12,NA,0,4.06430541804978,32.3638696009575,0,0,0,0
1832,2012-09-14,2.13770974165031,18,4,1,2012-10-14,2012-10-05,NA,1,6.15009346918588,27.0617995978989,0,0,0,0
